"id","date","no","sno","moment"
"06/127","24/10/2006","12+28+29+30+44+48","34","2006-10-24T00:00:00+08:00"
"06/126","22/10/2006","3+18+24+26+42+43","16","2006-10-22T00:00:00+08:00"
"06/125","19/10/2006","9+11+15+29+35+44","18","2006-10-19T00:00:00+08:00"
"06/124","17/10/2006","5+22+29+33+36+40","32","2006-10-17T00:00:00+08:00"
"06/123","14/10/2006","3+16+20+36+41+49","45","2006-10-14T00:00:00+08:00"
"06/122","12/10/2006","5+9+10+22+26+38","39","2006-10-12T00:00:00+08:00"
"06/121","10/10/2006","6+8+22+39+40+47","17","2006-10-10T00:00:00+08:00"
"06/120","08/10/2006","1+4+17+22+27+28","15","2006-10-08T00:00:00+08:00"
"06/119","05/10/2006","5+9+16+32+35+42","4","2006-10-05T00:00:00+08:00"
"06/118","03/10/2006","1+5+9+19+35+45","30","2006-10-03T00:00:00+08:00"
"06/117","30/09/2006","1+2+4+11+12+23","6","2006-09-30T00:00:00+08:00"
"06/116","28/09/2006","5+15+22+30+42+49","37","2006-09-28T00:00:00+08:00"
"06/115","26/09/2006","7+9+15+18+32+43","8","2006-09-26T00:00:00+08:00"
"06/114","23/09/2006","3+13+20+34+37+40","11","2006-09-23T00:00:00+08:00"
"06/113","21/09/2006","1+22+33+40+43+48","35","2006-09-21T00:00:00+08:00"
"06/112","19/09/2006","3+11+22+25+27+33","21","2006-09-19T00:00:00+08:00"
"06/111","17/09/2006","5+11+14+20+22+41","33","2006-09-17T00:00:00+08:00"
"06/110","14/09/2006","12+26+27+28+32+46","47","2006-09-14T00:00:00+08:00"
"06/109","12/09/2006","2+32+40+41+43+45","30","2006-09-12T00:00:00+08:00"
"06/108","09/09/2006","8+12+14+17+23+25","10","2006-09-09T00:00:00+08:00"
"06/107","07/09/2006","5+8+15+25+33+48","11","2006-09-07T00:00:00+08:00"
"06/106","05/09/2006","4+8+14+22+41+48","39","2006-09-05T00:00:00+08:00"
"06/105","02/09/2006","3+16+17+34+46+48","41","2006-09-02T00:00:00+08:00"
"06/104","31/08/2006","4+26+30+35+45+46","20","2006-08-31T00:00:00+08:00"
"06/103","29/08/2006","14+34+37+40+48+49","30","2006-08-29T00:00:00+08:00"
"06/102","26/08/2006","27+29+31+36+39+43","23","2006-08-26T00:00:00+08:00"
"06/101","24/08/2006","3+11+14+21+40+45","8","2006-08-24T00:00:00+08:00"
"06/100","22/08/2006","8+18+22+34+48+49","33","2006-08-22T00:00:00+08:00"
"06/099","19/08/2006","3+25+27+28+43+45","42","2006-08-19T00:00:00+08:00"
"06/098","17/08/2006","10+17+19+27+37+38","26","2006-08-17T00:00:00+08:00"
"06/097","15/08/2006","8+18+21+23+30+47","10","2006-08-15T00:00:00+08:00"
"06/096","12/08/2006","2+13+18+26+28+43","41","2006-08-12T00:00:00+08:00"
"06/095","10/08/2006","12+15+18+23+35+38","33","2006-08-10T00:00:00+08:00"
"06/094","08/08/2006","10+20+24+28+32+49","9","2006-08-08T00:00:00+08:00"
"06/093","05/08/2006","1+8+11+14+16+45","41","2006-08-05T00:00:00+08:00"
"06/092","03/08/2006","9+10+16+19+32+45","18","2006-08-03T00:00:00+08:00"
"06/091","01/08/2006","7+10+20+30+34+46","19","2006-08-01T00:00:00+08:00"
"06/090","29/07/2006","2+23+29+34+35+37","41","2006-07-29T00:00:00+08:00"
"06/089","27/07/2006","1+19+21+31+43+47","18","2006-07-27T00:00:00+08:00"
"06/088","25/07/2006","10+16+23+34+38+41","5","2006-07-25T00:00:00+08:00"
"06/087","22/07/2006","2+6+16+20+23+24","19","2006-07-22T00:00:00+08:00"
"06/086","20/07/2006","6+13+15+26+30+33","16","2006-07-20T00:00:00+08:00"
"06/085","18/07/2006","10+13+22+27+32+39","43","2006-07-18T00:00:00+08:00"
"06/084","15/07/2006","9+20+23+34+35+45","15","2006-07-15T00:00:00+08:00"
"06/083","13/07/2006","1+8+9+10+34+36","17","2006-07-13T00:00:00+08:00"
"06/082","11/07/2006","1+30+34+42+45+46","8","2006-07-11T00:00:00+08:00"
"06/081","08/07/2006","2+6+10+13+30+33","40","2006-07-08T00:00:00+08:00"
"06/080","06/07/2006","1+7+9+16+21+49","12","2006-07-06T00:00:00+08:00"
"06/079","04/07/2006","1+4+5+13+14+19","18","2006-07-04T00:00:00+08:00"
"06/078","01/07/2006","4+13+30+42+47+48","40","2006-07-01T00:00:00+08:00"
"06/077","29/06/2006","2+3+13+17+19+36","47","2006-06-29T00:00:00+08:00"
"06/076","27/06/2006","10+12+21+26+27+49","14","2006-06-27T00:00:00+08:00"
"06/075","24/06/2006","18+21+32+33+36+37","6","2006-06-24T00:00:00+08:00"
"06/074","22/06/2006","4+5+33+36+48+49","2","2006-06-22T00:00:00+08:00"
"06/073","20/06/2006","4+5+17+39+40+42","3","2006-06-20T00:00:00+08:00"
"06/072","18/06/2006","5+6+7+18+27+35","19","2006-06-18T00:00:00+08:00"
"06/071","15/06/2006","4+15+16+22+24+45","2","2006-06-15T00:00:00+08:00"
"06/070","13/06/2006","2+6+17+33+42+45","13","2006-06-13T00:00:00+08:00"
"06/069","11/06/2006","3+5+7+18+40+45","15","2006-06-11T00:00:00+08:00"
"06/068","08/06/2006","17+34+36+41+46+48","26","2006-06-08T00:00:00+08:00"
"06/067","06/06/2006","2+9+29+31+42+49","5","2006-06-06T00:00:00+08:00"
"06/066","03/06/2006","5+9+16+29+36+47","17","2006-06-03T00:00:00+08:00"
"06/065","01/06/2006","12+17+24+35+44+46","10","2006-06-01T00:00:00+08:00"
"06/064","30/05/2006","10+16+21+30+33+48","19","2006-05-30T00:00:00+08:00"
"06/063","27/05/2006","1+22+34+35+36+47","7","2006-05-27T00:00:00+08:00"
"06/062","25/05/2006","9+27+29+38+39+40","47","2006-05-25T00:00:00+08:00"
"06/061","23/05/2006","1+14+28+41+45+47","29","2006-05-23T00:00:00+08:00"
"06/060","20/05/2006","15+20+38+41+44+46","34","2006-05-20T00:00:00+08:00"
"06/059","18/05/2006","11+23+31+32+33+40","49","2006-05-18T00:00:00+08:00"
"06/058","16/05/2006","23+26+35+36+39+43","5","2006-05-16T00:00:00+08:00"
"06/057","14/05/2006","1+7+14+23+45+48","43","2006-05-14T00:00:00+08:00"
"06/056","11/05/2006","7+12+15+27+29+49","36","2006-05-11T00:00:00+08:00"
"06/055","09/05/2006","18+22+24+25+26+43","23","2006-05-09T00:00:00+08:00"
"06/054","06/05/2006","5+17+23+28+31+32","18","2006-05-06T00:00:00+08:00"
"06/053","04/05/2006","2+3+32+46+47+48","35","2006-05-04T00:00:00+08:00"
"06/052","02/05/2006","3+13+18+27+33+45","29","2006-05-02T00:00:00+08:00"
"06/051","29/04/2006","6+10+19+24+28+47","22","2006-04-29T00:00:00+08:00"
"06/050","27/04/2006","1+7+8+30+34+37","41","2006-04-27T00:00:00+08:00"
"06/049","25/04/2006","2+24+26+29+32+33","6","2006-04-25T00:00:00+08:00"
"06/048","22/04/2006","6+8+11+28+42+46","31","2006-04-22T00:00:00+08:00"
"06/047","20/04/2006","2+9+12+16+37+40","19","2006-04-20T00:00:00+08:00"
"06/046","18/04/2006","11+14+27+28+38+44","12","2006-04-18T00:00:00+08:00"
"06/045","16/04/2006","9+11+20+22+29+38","37","2006-04-16T00:00:00+08:00"
"06/044","13/04/2006","13+28+32+39+44+49","48","2006-04-13T00:00:00+08:00"
"06/043","11/04/2006","5+21+26+30+36+41","17","2006-04-11T00:00:00+08:00"
"06/042","09/04/2006","18+28+34+44+45+47","8","2006-04-09T00:00:00+08:00"
"06/041","07/04/2006","10+11+16+29+30+35","28","2006-04-07T00:00:00+08:00"
"06/040","04/04/2006","7+11+14+35+38+43","26","2006-04-04T00:00:00+08:00"
"06/039","02/04/2006","8+12+25+29+39+45","44","2006-04-02T00:00:00+08:00"
"06/038","30/03/2006","2+12+17+19+30+33","23","2006-03-30T00:00:00+08:00"
"06/037","28/03/2006","1+3+10+15+21+28","37","2006-03-28T00:00:00+08:00"
"06/036","25/03/2006","26+32+36+42+43+45","44","2006-03-25T00:00:00+08:00"
"06/035","23/03/2006","3+7+18+20+26+32","10","2006-03-23T00:00:00+08:00"
"06/034","21/03/2006","4+8+16+22+23+43","18","2006-03-21T00:00:00+08:00"
"06/033","18/03/2006","1+6+13+30+33+43","9","2006-03-18T00:00:00+08:00"
"06/032","16/03/2006","4+27+33+37+42+49","36","2006-03-16T00:00:00+08:00"
"06/031","14/03/2006","7+12+13+25+39+48","9","2006-03-14T00:00:00+08:00"
"06/030","11/03/2006","1+13+14+19+21+30","40","2006-03-11T00:00:00+08:00"
"06/029","09/03/2006","9+19+20+30+39+40","10","2006-03-09T00:00:00+08:00"
"06/028","07/03/2006","2+11+30+42+48+49","36","2006-03-07T00:00:00+08:00"
"06/027","05/03/2006","1+7+14+15+22+45","24","2006-03-05T00:00:00+08:00"
"06/026","02/03/2006","1+5+14+22+29+43","20","2006-03-02T00:00:00+08:00"
"06/025","28/02/2006","10+14+23+25+27+40","37","2006-02-28T00:00:00+08:00"
"06/024","25/02/2006","13+18+22+31+34+37","19","2006-02-25T00:00:00+08:00"
"06/023","23/02/2006","18+31+35+39+40+43","10","2006-02-23T00:00:00+08:00"
"06/022","21/02/2006","7+15+24+31+36+49","40","2006-02-21T00:00:00+08:00"
"06/021","18/02/2006","10+12+14+28+42+46","37","2006-02-18T00:00:00+08:00"
"06/020","16/02/2006","3+12+16+22+29+34","30","2006-02-16T00:00:00+08:00"
"06/019","14/02/2006","7+22+32+34+42+43","6","2006-02-14T00:00:00+08:00"
"06/018","12/02/2006","12+15+26+30+41+45","4","2006-02-12T00:00:00+08:00"
"06/017","09/02/2006","3+6+13+29+39+49","9","2006-02-09T00:00:00+08:00"
"06/016","07/02/2006","5+12+15+24+40+41","44","2006-02-07T00:00:00+08:00"
"06/015","04/02/2006","19+34+39+40+41+45","23","2006-02-04T00:00:00+08:00"
"06/014","02/02/2006","3+4+5+20+23+37","38","2006-02-02T00:00:00+08:00"
"06/013","30/01/2006","9+21+22+33+35+48","43","2006-01-30T00:00:00+08:00"
"06/012","28/01/2006","16+22+27+30+39+41","40","2006-01-28T00:00:00+08:00"
"06/011","26/01/2006","18+22+23+27+28+43","35","2006-01-26T00:00:00+08:00"
"06/010","24/01/2006","6+14+28+31+33+35","26","2006-01-24T00:00:00+08:00"
"06/009","21/01/2006","1+7+20+34+40+45","22","2006-01-21T00:00:00+08:00"
"06/008","19/01/2006","24+26+28+31+44+47","17","2006-01-19T00:00:00+08:00"
"06/007","17/01/2006","11+13+25+29+38+47","12","2006-01-17T00:00:00+08:00"
"06/006","14/01/2006","1+12+19+29+32+34","46","2006-01-14T00:00:00+08:00"
"06/005","12/01/2006","15+24+25+27+36+37","35","2006-01-12T00:00:00+08:00"
"06/004","10/01/2006","5+21+25+36+38+39","4","2006-01-10T00:00:00+08:00"
"06/003","08/01/2006","1+10+26+28+38+42","43","2006-01-08T00:00:00+08:00"
"06/002","05/01/2006","5+10+22+38+44+46","13","2006-01-05T00:00:00+08:00"
"06/001","03/01/2006","17+23+24+25+26+38","47","2006-01-03T00:00:00+08:00"
"05/155","31/12/2005","2+7+11+31+40+43","36","2005-12-31T00:00:00+08:00"
"05/154","29/12/2005","9+11+21+22+24+41","33","2005-12-29T00:00:00+08:00"
"05/153","27/12/2005","4+9+17+18+31+43","19","2005-12-27T00:00:00+08:00"
"05/152","24/12/2005","6+10+19+20+22+36","3","2005-12-24T00:00:00+08:00"
"05/151","22/12/2005","8+18+19+23+24+42","32","2005-12-22T00:00:00+08:00"
"05/150","20/12/2005","9+16+19+20+30+43","44","2005-12-20T00:00:00+08:00"
"05/149","18/12/2005","1+4+15+22+40+44","2","2005-12-18T00:00:00+08:00"
"05/148","15/12/2005","12+14+19+27+34+43","24","2005-12-15T00:00:00+08:00"
"05/147","13/12/2005","1+6+14+22+33+47","9","2005-12-13T00:00:00+08:00"
"05/146","10/12/2005","2+9+22+32+35+41","20","2005-12-10T00:00:00+08:00"
"05/145","08/12/2005","3+9+16+31+36+42","20","2005-12-08T00:00:00+08:00"
"05/144","06/12/2005","1+2+3+7+14+15","11","2005-12-06T00:00:00+08:00"
"05/143","04/12/2005","9+10+27+32+37+45","4","2005-12-04T00:00:00+08:00"
"05/142","01/12/2005","10+32+33+38+41+47","6","2005-12-01T00:00:00+08:00"
"05/141","29/11/2005","13+18+24+26+44+45","27","2005-11-29T00:00:00+08:00"
"05/140","26/11/2005","3+16+25+37+38+45","18","2005-11-26T00:00:00+08:00"
"05/139","24/11/2005","1+4+5+8+13+43","22","2005-11-24T00:00:00+08:00"
"05/138","22/11/2005","12+23+25+31+44+45","3","2005-11-22T00:00:00+08:00"
"05/137","19/11/2005","2+3+15+30+32+46","23","2005-11-19T00:00:00+08:00"
"05/136","17/11/2005","4+9+10+14+15+49","5","2005-11-17T00:00:00+08:00"
"05/135","15/11/2005","23+24+26+30+47+49","43","2005-11-15T00:00:00+08:00"
"05/134","12/11/2005","1+13+21+22+24+40","27","2005-11-12T00:00:00+08:00"
"05/133","10/11/2005","7+8+12+37+41+48","40","2005-11-10T00:00:00+08:00"
"05/132","08/11/2005","3+10+13+35+48+49","33","2005-11-08T00:00:00+08:00"
"05/131","06/11/2005","3+11+13+20+38+49","19","2005-11-06T00:00:00+08:00"
"05/130","03/11/2005","1+3+10+31+34+35","27","2005-11-03T00:00:00+08:00"
"05/129","31/10/2005","2+18+30+34+37+41","28","2005-10-31T00:00:00+08:00"
"05/128","29/10/2005","8+10+11+24+31+37","38","2005-10-29T00:00:00+08:00"
"05/127","27/10/2005","2+5+13+19+40+49","7","2005-10-27T00:00:00+08:00"
"05/126","25/10/2005","3+12+26+30+39+41","25","2005-10-25T00:00:00+08:00"
"05/125","23/10/2005","9+25+30+31+35+37","1","2005-10-23T00:00:00+08:00"
"05/124","20/10/2005","6+10+22+30+43+44","29","2005-10-20T00:00:00+08:00"
"05/123","18/10/2005","14+15+18+20+38+42","35","2005-10-18T00:00:00+08:00"
"05/122","15/10/2005","3+14+17+41+46+47","20","2005-10-15T00:00:00+08:00"
"05/121","13/10/2005","24+34+35+38+41+47","45","2005-10-13T00:00:00+08:00"
"05/120","11/10/2005","8+9+16+24+29+48","5","2005-10-11T00:00:00+08:00"
"05/119","08/10/2005","9+11+15+25+44+48","27","2005-10-08T00:00:00+08:00"
"05/118","06/10/2005","23+26+27+29+30+45","18","2005-10-06T00:00:00+08:00"
"05/117","04/10/2005","2+9+16+25+36+38","14","2005-10-04T00:00:00+08:00"
"05/116","30/09/2005","11+14+20+24+25+35","33","2005-09-30T00:00:00+08:00"
"05/115","27/09/2005","1+17+20+28+35+43","18","2005-09-27T00:00:00+08:00"
"05/114","25/09/2005","1+6+14+19+26+30","17","2005-09-25T00:00:00+08:00"
"05/113","22/09/2005","2+4+12+13+19+42","39","2005-09-22T00:00:00+08:00"
"05/112","20/09/2005","4+5+21+26+37+47","7","2005-09-20T00:00:00+08:00"
"05/111","18/09/2005","3+5+8+14+27+35","9","2005-09-18T00:00:00+08:00"
"05/110","16/09/2005","22+24+28+33+34+42","48","2005-09-16T00:00:00+08:00"
"05/109","13/09/2005","16+26+29+39+41+46","34","2005-09-13T00:00:00+08:00"
"05/108","10/09/2005","1+4+19+33+34+40","25","2005-09-10T00:00:00+08:00"
"05/107","08/09/2005","8+10+13+14+31+48","47","2005-09-08T00:00:00+08:00"
"05/106","06/09/2005","9+15+20+23+39+41","44","2005-09-06T00:00:00+08:00"
"05/105","03/09/2005","7+11+18+34+35+48","42","2005-09-03T00:00:00+08:00"
"05/104","01/09/2005","4+14+19+21+24+48","10","2005-09-01T00:00:00+08:00"
"05/103","30/08/2005","4+9+17+26+40+46","18","2005-08-30T00:00:00+08:00"
"05/102","27/08/2005","1+3+20+23+33+37","14","2005-08-27T00:00:00+08:00"
"05/101","25/08/2005","5+13+20+25+29+39","35","2005-08-25T00:00:00+08:00"
"05/100","23/08/2005","1+3+14+26+36+47","42","2005-08-23T00:00:00+08:00"
"05/099","20/08/2005","3+8+13+17+22+29","18","2005-08-20T00:00:00+08:00"
"05/098","18/08/2005","2+19+24+39+41+49","21","2005-08-18T00:00:00+08:00"
"05/097","16/08/2005","1+11+21+27+37+48","18","2005-08-16T00:00:00+08:00"
"05/096","13/08/2005","9+13+32+38+48+49","41","2005-08-13T00:00:00+08:00"
"05/095","11/08/2005","9+11+23+29+33+38","6","2005-08-11T00:00:00+08:00"
"05/094","09/08/2005","9+13+22+35+38+39","4","2005-08-09T00:00:00+08:00"
"05/093","06/08/2005","5+21+33+34+44+45","40","2005-08-06T00:00:00+08:00"
"05/092","04/08/2005","1+7+19+27+38+47","3","2005-08-04T00:00:00+08:00"
"05/091","02/08/2005","21+25+33+36+42+48","13","2005-08-02T00:00:00+08:00"
"05/090","31/07/2005","5+13+14+33+45+46","25","2005-07-31T00:00:00+08:00"
"05/089","29/07/2005","25+35+39+42+43+49","5","2005-07-29T00:00:00+08:00"
"05/088","26/07/2005","6+12+14+25+27+30","8","2005-07-26T00:00:00+08:00"
"05/087","23/07/2005","7+8+15+22+35+49","17","2005-07-23T00:00:00+08:00"
"05/086","21/07/2005","8+13+15+28+29+48","3","2005-07-21T00:00:00+08:00"
"05/085","19/07/2005","5+14+26+30+31+42","4","2005-07-19T00:00:00+08:00"
"05/084","16/07/2005","5+6+17+35+39+49","44","2005-07-16T00:00:00+08:00"
"05/083","14/07/2005","10+17+18+34+48+49","29","2005-07-14T00:00:00+08:00"
"05/082","12/07/2005","6+7+18+22+30+34","2","2005-07-12T00:00:00+08:00"
"05/081","09/07/2005","6+10+16+21+23+39","5","2005-07-09T00:00:00+08:00"
"05/080","07/07/2005","4+22+24+30+31+34","17","2005-07-07T00:00:00+08:00"
"05/079","05/07/2005","6+9+13+21+41+43","45","2005-07-05T00:00:00+08:00"
"05/078","02/07/2005","2+4+23+32+43+45","42","2005-07-02T00:00:00+08:00"
"05/077","30/06/2005","4+16+22+27+32+36","17","2005-06-30T00:00:00+08:00"
"05/076","28/06/2005","1+23+25+30+32+46","42","2005-06-28T00:00:00+08:00"
"05/075","25/06/2005","15+25+33+38+40+49","21","2005-06-25T00:00:00+08:00"
"05/074","23/06/2005","2+21+29+38+44+48","10","2005-06-23T00:00:00+08:00"
"05/073","21/06/2005","11+22+29+31+32+42","3","2005-06-21T00:00:00+08:00"
"05/072","19/06/2005","6+15+18+25+26+47","27","2005-06-19T00:00:00+08:00"
"05/071","16/06/2005","5+7+15+35+36+44","4","2005-06-16T00:00:00+08:00"
"05/070","14/06/2005","2+5+7+18+22+48","11","2005-06-14T00:00:00+08:00"
"05/069","11/06/2005","11+18+22+29+40+48","44","2005-06-11T00:00:00+08:00"
"05/068","09/06/2005","3+13+27+29+36+37","24","2005-06-09T00:00:00+08:00"
"05/067","07/06/2005","10+11+18+26+41+48","27","2005-06-07T00:00:00+08:00"
"05/066","04/06/2005","4+20+32+39+40+42","33","2005-06-04T00:00:00+08:00"
"05/065","02/06/2005","4+17+20+33+39+43","26","2005-06-02T00:00:00+08:00"
"05/064","31/05/2005","11+16+17+19+24+43","13","2005-05-31T00:00:00+08:00"
"05/063","28/05/2005","17+22+23+26+28+46","2","2005-05-28T00:00:00+08:00"
"05/062","26/05/2005","12+33+39+43+45+49","10","2005-05-26T00:00:00+08:00"
"05/061","24/05/2005","1+11+18+22+23+42","10","2005-05-24T00:00:00+08:00"
"05/060","22/05/2005","5+6+10+16+20+21","19","2005-05-22T00:00:00+08:00"
"05/059","19/05/2005","16+18+23+31+34+47","38","2005-05-19T00:00:00+08:00"
"05/058","17/05/2005","3+14+17+32+39+42","8","2005-05-17T00:00:00+08:00"
"05/057","15/05/2005","7+12+18+33+44+45","32","2005-05-15T00:00:00+08:00"
"05/056","12/05/2005","2+14+16+23+35+38","47","2005-05-12T00:00:00+08:00"
"05/055","10/05/2005","4+11+14+20+36+41","15","2005-05-10T00:00:00+08:00"
"05/054","08/05/2005","7+9+10+21+39+49","41","2005-05-08T00:00:00+08:00"
"05/053","05/05/2005","9+20+21+22+30+48","6","2005-05-05T00:00:00+08:00"
"05/052","03/05/2005","2+8+16+25+33+37","1","2005-05-03T00:00:00+08:00"
"05/051","30/04/2005","13+16+21+30+36+37","2","2005-04-30T00:00:00+08:00"
"05/050","28/04/2005","2+8+22+36+38+40","5","2005-04-28T00:00:00+08:00"
"05/049","26/04/2005","12+13+30+36+39+47","8","2005-04-26T00:00:00+08:00"
"05/048","23/04/2005","3+9+27+31+38+45","34","2005-04-23T00:00:00+08:00"
"05/047","21/04/2005","2+3+13+14+17+38","31","2005-04-21T00:00:00+08:00"
"05/046","19/04/2005","4+9+22+30+33+35","13","2005-04-19T00:00:00+08:00"
"05/045","17/04/2005","11+15+19+29+42+49","5","2005-04-17T00:00:00+08:00"
"05/044","14/04/2005","12+17+33+43+45+47","10","2005-04-14T00:00:00+08:00"
"05/043","12/04/2005","9+10+22+23+28+36","49","2005-04-12T00:00:00+08:00"
"05/042","10/04/2005","3+5+14+40+46+49","6","2005-04-10T00:00:00+08:00"
"05/041","07/04/2005","1+5+24+25+35+49","14","2005-04-07T00:00:00+08:00"
"05/040","05/04/2005","10+15+25+29+34+37","13","2005-04-05T00:00:00+08:00"
"05/039","02/04/2005","11+12+17+22+31+43","45","2005-04-02T00:00:00+08:00"
"05/038","31/03/2005","2+12+14+38+39+43","48","2005-03-31T00:00:00+08:00"
"05/037","29/03/2005","6+9+13+21+46+47","12","2005-03-29T00:00:00+08:00"
"05/036","27/03/2005","2+5+10+14+29+37","3","2005-03-27T00:00:00+08:00"
"05/035","24/03/2005","2+10+13+22+24+25","5","2005-03-24T00:00:00+08:00"
"05/034","22/03/2005","2+9+10+13+15+24","19","2005-03-22T00:00:00+08:00"
"05/033","20/03/2005","1+9+21+35+36+47","33","2005-03-20T00:00:00+08:00"
"05/032","18/03/2005","2+22+25+30+44+48","46","2005-03-18T00:00:00+08:00"
"05/031","15/03/2005","2+6+27+44+45+49","23","2005-03-15T00:00:00+08:00"
"05/030","12/03/2005","3+6+8+11+28+31","19","2005-03-12T00:00:00+08:00"
"05/029","10/03/2005","3+7+8+24+42+49","37","2005-03-10T00:00:00+08:00"
"05/028","08/03/2005","4+8+17+39+47+48","1","2005-03-08T00:00:00+08:00"
"05/027","06/03/2005","2+10+16+35+37+45","26","2005-03-06T00:00:00+08:00"
"05/026","03/03/2005","2+5+25+31+40+43","22","2005-03-03T00:00:00+08:00"
"05/025","01/03/2005","3+7+12+25+33+35","30","2005-03-01T00:00:00+08:00"
"05/024","26/02/2005","1+16+36+41+42+44","18","2005-02-26T00:00:00+08:00"
"05/023","24/02/2005","6+22+25+39+41+49","13","2005-02-24T00:00:00+08:00"
"05/022","22/02/2005","2+16+20+32+35+41","24","2005-02-22T00:00:00+08:00"
"05/021","19/02/2005","2+18+28+42+45+49","17","2005-02-19T00:00:00+08:00"
"05/020","17/02/2005","8+13+16+42+45+47","33","2005-02-17T00:00:00+08:00"
"05/019","15/02/2005","5+8+27+28+33+46","2","2005-02-15T00:00:00+08:00"
"05/018","12/02/2005","11+13+16+19+25+32","26","2005-02-12T00:00:00+08:00"
"05/017","10/02/2005","2+8+20+21+40+41","24","2005-02-10T00:00:00+08:00"
"05/016","07/02/2005","9+21+36+38+43+49","23","2005-02-07T00:00:00+08:00"
"05/015","04/02/2005","2+19+20+33+37+48","10","2005-02-04T00:00:00+08:00"
"05/014","01/02/2005","9+18+23+33+44+49","29","2005-02-01T00:00:00+08:00"
"05/013","29/01/2005","2+9+18+19+28+33","35","2005-01-29T00:00:00+08:00"
"05/012","27/01/2005","3+6+7+15+26+35","40","2005-01-27T00:00:00+08:00"
"05/011","25/01/2005","15+20+31+34+37+48","4","2005-01-25T00:00:00+08:00"
"05/010","22/01/2005","5+7+13+19+35+46","24","2005-01-22T00:00:00+08:00"
"05/009","20/01/2005","9+13+21+28+33+46","6","2005-01-20T00:00:00+08:00"
"05/008","18/01/2005","5+13+18+20+21+26","11","2005-01-18T00:00:00+08:00"
"05/007","15/01/2005","9+10+14+16+25+49","23","2005-01-15T00:00:00+08:00"
"05/006","13/01/2005","16+24+27+30+42+46","17","2005-01-13T00:00:00+08:00"
"05/005","11/01/2005","5+6+11+25+35+40","44","2005-01-11T00:00:00+08:00"
"05/004","09/01/2005","10+30+38+42+45+49","27","2005-01-09T00:00:00+08:00"
"05/003","06/01/2005","3+6+10+14+40+42","15","2005-01-06T00:00:00+08:00"
"05/002","04/01/2005","4+5+6+8+20+38","35","2005-01-04T00:00:00+08:00"
"05/001","02/01/2005","11+18+32+36+39+43","34","2005-01-02T00:00:00+08:00"
"04/140","30/12/2004","17+20+28+34+38+47","14","2004-12-30T00:00:00+08:00"
"04/139","28/12/2004","5+9+35+38+43+48","6","2004-12-28T00:00:00+08:00"
"04/138","25/12/2004","2+15+28+30+37+41","31","2004-12-25T00:00:00+08:00"
"04/137","23/12/2004","1+10+12+16+43+45","13","2004-12-23T00:00:00+08:00"
